"id","created","updated","title","description","priority","investigation_type","event_datetime","completion_due_date","steps_completed","function_location","equipment_description","object_type","catalog_profile","catalog_profiles","object_part_description","damage_code","supervisor_id","event_type","status","total_effective_duration","total_tonnes_lost","date_closed","total_event_duration","cause_code","is_archived","archive_user_id","archive_datetime"
10545,2022-07-04 08:50:07.000 +0800,2022-10-13 10:10:11.840 +0800,CRC361 Cavity Level Sensor Failure;  Solomon Id 580,CRC361 Cavity Level Sensor Failure;  Solomon Id 580,Medium,1,2022-07-01 16:00:00.000 +0800,2022-10-20 00:00:00.000 +0800,5,SOL-FT-CRSH-CRUSH1-CRC361-EICON,Transmitter Level CRC361,Level Transmitter,PM-INST,'{}',Sensor,Broken,13217,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
10584,2022-09-19 14:18:55.093 +0800,2022-09-25 14:42:01.211 +0800,Locomotive 105 failed with dirt contamination in the engine,"105 was flagged as using high amounts of oil (320L in 2 days), well above the norm. On detailed inspection it was found to have significant dirt contamination in the engine, with oil leaking on the clean air side of the turbo.",High,1,2022-09-15 02:41:00.000 +0800,2022-10-03 00:00:00.000 +0800,5,ROP-LO-FL07-LO0105-TOPDEK-ENGIN,Engine Diesel GE 7FDL16,Engine,MP-ENGIN,'{}',Whole Unit,Contaminated,10969,2,1,0.0,0.0,,107.607222,Bypassing,false,,
10595,2022-10-09 12:30:43.928 +0800,2022-10-09 12:31:12.178 +0800,Optima Battery Premature Failures,Investigating reports that optima batteries on excavators are being changed out before the claimed lifespan,Low,2,2022-10-09 00:00:00.000 +0800,2022-10-09 08:00:00.000 +0800,2,CCK-MP-EXCV-EX103 -ELCTLV-CHARG,Charging System,Battery,MP-CHARG,"'{""PMGENERAL"",""PM-DBRD"",""MP-BATTY"",""MP-STRUC"",""PM-GNST"",""PM-WTRS"",""PM-BATTY"",""PM-UPS"",""MP-AHSYS"",""MP-CHARG"",""MP-ELESY""}'",Battery,Charge Fault,4220,2,1,0.0,0.0,,0.0,,false,,
10594,2022-10-06 08:12:44.207 +0800,2022-10-18 09:07:09.988 +0800,"12CV203B Motor and fluid coupling failure ","12CV203B Motor and fluid coupling failure ",High,1,2022-09-27 18:13:40.000 +0800,2022-11-03 00:00:00.000 +0800,6,CCK-P2-WSCR-CONV12-CV203B-DRIV1,Coupling High Speed 12CV203B_DRIV1,Coupling,PM-COUP,'{}',Coupling,Failed,2,1,1,0.0,0.0,,0.0,Component Failure,true,2,2022-10-06 08:40:19.317 +0800
1283,2022-05-20 22:53:46.000 +0800,2022-10-25 13:47:34.393 +0800,"30PP205B Monitoring Rod failure ",RCA 149 - 30PP205B Monitoring Rod failure ,Medium,1,2022-05-15 16:00:00.000 +0800,2022-10-28 00:00:00.000 +0800,5,CCK-P2-DSND-TAILNG-PP205B-EICON,Electrical Field Devices 30PP205B Pump,Electrical System,PM-ELCO,'{}',Meter,"Broken (Cracked,Leaking,Holed)",14144,1,1,6.3,0.0,,,Component Failure,,,
411,2019-02-12 15:05:00.000 +0800,2019-02-21 13:51:22.000 +0800,Engine oil pump failure; Historical BMS Id: RCA-0000136,Oil pump on engine not producing sufficient pressure. Technician went to machine and found sensor shorted. Fitted new sensor and run engine with display showing the oil pressure within the expected range.,Medium,1,2019-02-11 15:05:00.000 +0800,2019-02-21 13:51:22.000 +0800,5,CCK-MP-HAUL-DT082 -ENGINE-LUBSY-OILPP,Pump Main Engine Oil,Pump,MP-OLPMP,'{}',,,14080,1,3,0.0,0.0,2019-02-21 13:51:22.000 +0800,,,,,
1282,2022-05-17 09:25:06.000 +0800,2022-09-12 08:30:26.501 +0800,Transfer Station - Diverter Gate system HPU Failure,​25CV05 Transfer Station Diverter gate system HPU malfunctioned causing a rapid and catastrophic temperature rise in the hydraulic oil tank which melted all of the polymer components causing the system to be shut down.,Medium,2,2022-05-12 16:00:00.000 +0800,2022-09-19 00:00:00.000 +0800,5,CCK-P1-CNVY-CONV25-HY101 -ASBLY,Hydraulic Power Pack,Hydraulic Power Pack,PMGENERAL,'{}',Whole Unit,"Broken (Cracked,Leaking,Holed)",321,1,1,48.0,88000.0,,,,,,
10501,2022-08-24 12:13:27.938 +0800,2022-09-21 08:06:26.555 +0800,OPF 1 Common Tails Line Failure,OPF 1 common tails line failed at the 30 degree elbow located after the Y-spool across from OPF 1. ,Medium,1,2022-08-21 13:58:50.000 +0800,2022-09-21 00:00:00.000 +0800,4,CCK-P1-DSND-TAILNG-PP109B-PPVLV,Piping & Valves Pump 30PP09B,Piping,PM-PIPI,'{}',Piping,"Broken (Cracked,Leaking,Holed)",685,1,1,5.7,31875.8,,11.4,,,,
10597,2022-10-11 09:12:37.849 +0800,2022-10-11 09:31:55.604 +0800,CV362 Return Roller Replacement,Feed off OPF for conveyor team to replace return roller on CV362. Opportune CRC364 belt tensioning.,Low,1,2022-10-06 10:00:35.000 +0800,2022-11-08 00:00:00.000 +0800,6,SOL-FT-CRSH-CONVEY-CV362 -ASBLY,Idlers Conveyor CV362,Roller,PM-IDLR,'{}',Shell,Broken,2,1,1,1.5,5562.1,,2.9,,true,2,2022-10-11 09:31:55.604 +0800
10558,2022-08-28 01:52:17.000 +0800,2022-10-13 10:15:19.510 +0800,FR503 Cloth Tear; Historical Sharepoint Solomon Id 593,FR503 Cloth Tear,Medium,1,2022-08-26 16:00:00.000 +0800,2022-10-01 08:00:00.000 +0800,5,SOL-KV-DSND-DESND3-FR503 -ASBLY,Cloth Filter FR503,Filter,PM-FILT,'{}',Filter,"Broken (Cracked,Leaking,Holed)",4455,1,3,3.2,25042.0,2022-08-01 08:00:00.000 +0800,,,,,
10589,2022-10-02 09:32:17.565 +0800,2022-10-02 09:37:56.002 +0800,DT5360 Engine Failure,"DT5360 Engine Failure at 11% Strategy Life. Initial inspection suggests #1 big end bearing failure. As per Solomon Maintenance Manger's request, Westrac was engaged to complete a failure analysis ",Medium,2,2022-08-11 00:12:00.000 +0800,2022-12-11 08:00:00.000 +0800,1,SOL-MP-HAUL-DT5369-ENGINE,Engine Assembly Caterpillar C175-16,Engine,MP-ENGIN,'{}',Whole Unit,Bearing Failure,2178,2,1,0.0,0.0,,153.794444,,false,,
1220,2021-03-30 01:55:10.000 +0800,2022-10-26 11:42:32.361 +0800,CV04 Conveyor Bogged,RCA082 - CV04 Conveyor Bogged,Medium,2,2021-03-19 16:00:00.000 +0800,2022-04-19 08:00:00.000 +0800,5,CCK-P1-DSCR-CONV15-CV104 -ASBLY,Belt Conveyor 15CV04,Conveyor Belting,PM-CVBT,'{}',Belt,Blockage,14134,1,1,7.2,16508.0,,,,,,
382,2021-01-20 06:45:00.000 +0800,2021-06-21 13:06:15.000 +0800,Transmission Failed on GR018 (24M) at 17% of life - 2436hrs; Historical BMS Id: RCA-0000402,Transmission making metal reported by infield  Component Changeout form attached  Transmission currently changed out at 14000 hrs  Failed at 17% of life - only made 2436 hrs,Medium,2,2021-01-12 04:13:00.000 +0800,2021-06-21 13:06:15.000 +0800,5,CLB-MP-GRDR-GR018 -TRNSYS-TRANS,Transmission,Transmission,MP-TRANS,'{}',,,14095,1,3,173.0,0.0,2021-06-21 13:06:15.000 +0800,,,,,
10552,2022-08-04 06:47:04.000 +0800,2022-10-13 10:19:10.410 +0800,CV151 Bogging Event; Historical Sharepoint Solomon Id 587,CV151 Bogging Event,Medium,1,2022-07-09 16:00:00.000 +0800,2022-10-20 00:00:00.000 +0800,5,SOL-FT-RMIN-CRUSH1-CV151 -ASBLY,Belt Conveyor CV151,Conveyor Belting,PM-CVBT,'{}',Belt,Blockage,1160,1,3,8.4,33491.0,2022-08-01 08:00:00.000 +0800,,,,,
10555,2022-08-19 06:37:38.000 +0800,2022-10-13 10:21:56.039 +0800,CV705-GB03 Low Oil Flow Fault; Sharepoint Solomon Id 590,CV705-GB03 Low Oil Flow Fault,Medium,1,2022-08-15 16:00:00.000 +0800,2022-10-20 00:00:00.000 +0800,5,SOL-KV-CNVY-CONVEY-CV705 -LU01 ,Electrical & Instruments Lube Sys CV705,Electrical System,PM-ELCO,'{}',Sensor,Failed,3701,1,3,4.6,29750.0,2022-08-01 08:00:00.000 +0800,,,,,
10587,2022-09-22 07:38:32.151 +0800,2022-09-22 07:39:52.565 +0800,"15SC201 Wet screen - Fractured back plates.","15SC201 2 x Fractured back plates.",Medium,1,2022-09-17 13:30:00.000 +0800,2022-09-29 00:00:00.000 +0800,1,CCK-P2-WSCR-SCRUB1-SC201 -ASBLY,Screen Double Deck SLD4385FXS2-15SC201,Screen,PM-SCRN,'{}',No Object Found,Cracked,950,1,1,0.0,0.0,,0.0,,false,,
10590,2022-10-02 09:54:12.128 +0800,2022-10-02 10:25:51.032 +0800,DT5235 Engine Failure,DT5235 Engine Failure at 57% life. Failure analysis underway at MCORs,Medium,2,2022-08-17 10:00:00.000 +0800,2022-12-20 08:00:00.000 +0800,1,SOL-MP-HAUL-DT5235-ENGINE,Engine Assembly Caterpillar C175-16,Engine,MP-ENGIN,'{}',Whole Unit,Broken,2178,2,1,0.0,0.0,,194.256944,,false,,
1261,2022-01-12 07:28:39.000 +0800,2022-10-21 15:39:05.763 +0800,"11CV202B Underside Belt Damage ",RCA127 - 11CV202B Underside Belt Damage ,Medium,2,2022-01-06 16:00:00.000 +0800,2022-10-28 00:00:00.000 +0800,5,CCK-P2-RMIN-CONV11-CV202B-ASBLY,Belt Conveyor 11CV202B,Conveyor Belting,PM-CVBT,'{}',Belt,Damaged,8358,1,1,14.6,81760.0,,,,,,
10569,2022-06-21 13:26:00.000 +0800,2022-07-01 12:27:42.000 +0800,DR2105 Rencool system thermal event; Historical BMS Id: RCA-0000563,At 14:30pm the drill and blast team were conducting day to day inspections and washing. While they were performing this task it was noticed that smoke/sparks coming from the Rencool AC system outside the cab. The machine was shut down immediately and isolated. Fire extinguisher was used as a precautionary action for potential of sparks/flames.,Medium,2,2022-06-20 14:30:00.000 +0800,2022-07-01 12:27:42.000 +0800,5,SOL-MP-DRLL-DR2105-STRUCT-CABIN-AIRCN,Cabin Air Conditioning System,Air Conditioning,MP-ACSYS,'{}',,,,1,3,8.0,0.0,2022-07-01 12:27:42.000 +0800,,,,,
10560,2022-08-12 07:35:00.000 +0800,2022-08-12 08:19:59.000 +0800,"993K Lift Cylinder Pin Failed; Historical BMS Id: RCA-0000572","Asset was in the WS for 6 week lubrication service and backlogs. 
During the service, it was identify that RH lift cylinder cartridge style (SBC) attachment pins failed. ",Medium,1,2022-08-07 15:45:00.000 +0800,2022-08-12 08:19:59.000 +0800,5,CCK-MP-LOAD-WL004 -HYDSYS-HDCYL,Cylinders Hydraulic,Hydraulic Cylinder,MP-HDCYL,'{}',,,9134,1,3,0.0,0.0,2022-08-12 08:19:59.000 +0800,,,,,
524,2018-03-28 00:45:16.000 +0800,2018-03-29 05:44:46.000 +0800,SN462 Screen Panel Replacement Unplanned Maintenace ; Historical Sharepoint Solomon Id 15,,Medium,1,2018-02-25 16:00:00.000 +0800,,5,SOL-FT-DSCR-MOD002-SN462 -ASBLY,Structure Screen SN462,Screen,PM-STRC,'{}',,,14152,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
744,2018-12-12 02:06:27.000 +0800,2019-02-02 02:46:36.000 +0800,CV121-EM001 Circuit Breaker Flashover and CV121 VSD Multiple Failures; Historical Sharepoint Solomon Id 240,,Medium,2,2018-12-08 16:00:00.000 +0800,,5,SOL-KV-RMIN-CRUSH2-CV121 -DRIV1,VSD Drive Motor CV121,Variable Speed Drive,PM-VSD,'{}',,,11111,1,3,14.4,123360.0,2022-08-01 08:00:00.000 +0800,,,,,
748,2018-12-26 03:23:22.000 +0800,2019-03-07 06:39:37.000 +0800,CV151 belt rip from Dump truck tray liner; Historical Sharepoint Solomon Id 244,,Medium,2,2018-12-24 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-CV151 -ASBLY,Belt Conveyor CV151,Conveyor Belting,PM-CVBT,'{}',,,2824,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
749,2018-12-29 22:56:36.000 +0800,2018-12-30 01:24:03.000 +0800,PU525 Passing Suction Drain Valve; Historical Sharepoint Solomon Id 245,,Medium,3,2018-12-28 16:00:00.000 +0800,,5,SOL-KV-DSND-THICK1-PU525 -PPVLV,Valve Outlet Drain PU525-VA5706,Solenoid Valve,PM-VLV,'{}',,,11150,1,3,2.2,14000.0,2022-08-01 08:00:00.000 +0800,,,,,
750,2019-01-12 04:52:07.000 +0800,2019-02-07 04:06:32.000 +0800,CV401 Belt Rip 20190111; Historical Sharepoint Solomon Id 246,,Medium,2,2019-01-11 16:00:00.000 +0800,,5,SOL-KV-DSCR-CONVEY-CV401 -ASBLY,Belt Conveyor CV401,Conveyor Belting,PM-CVBT,'{}',,,10082,1,3,28.5,242576.0,2022-08-01 08:00:00.000 +0800,,,,,
753,2019-01-23 03:48:20.000 +0800,2019-01-23 03:51:28.000 +0800,"5-Why for CH152 dislodged 151118; Historical Sharepoint Solomon Id 249",,Medium,1,2019-01-22 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-SZ151 -CH152,Chute Slide CH152 Sizer Feed,Chute,PM-CHTS,'{}',,,2824,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
754,2019-01-24 02:20:35.000 +0800,2019-01-24 02:31:56.000 +0800,CV 902 VSD02 Fault; Historical Sharepoint Solomon Id 250,,Medium,2,2019-01-14 16:00:00.000 +0800,,5,SOL-SY-CNVY-CONVEY-CV902 -DRIV2,VSD Drive Motor 2 CV902,Variable Speed Drive,PM-VSD,'{}',,,1586,1,3,6.1,65000.0,2022-08-01 08:00:00.000 +0800,,,,,
755,2019-01-27 05:25:39.000 +0800,2019-03-19 01:13:01.000 +0800,RCA CV151 bogging event; Historical Sharepoint Solomon Id 251,,Medium,2,2019-01-26 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-CV151 -ASBLY,Belt Conveyor CV151,Conveyor Belting,PM-CVBT,'{}',,,2686,1,3,8.3,0.0,2022-08-01 08:00:00.000 +0800,,,,,
758,2019-02-15 05:37:37.000 +0800,2019-03-29 00:17:09.000 +0800,PU526 pumping diaphragm rupture; Historical Sharepoint Solomon Id 254,,Medium,2,2019-02-13 16:00:00.000 +0800,,5,SOL-KV-DSND-THICK1-PU526 -ASBLY,Pump Lube Propelling Liquid PU526,Pump,PM-PMP,'{}',,,10082,1,3,8.0,50000.0,2022-08-01 08:00:00.000 +0800,,,,,
759,2019-02-17 22:03:52.000 +0800,2019-03-18 05:30:09.000 +0800,SZ 151 HV Earth Cable Damage; Historical Sharepoint Solomon Id 255,,Medium,1,2019-02-14 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-SZ151 -EICON,Electrical Field Devices SZ151,Electrical System,PMGENERAL,'{}',,,3851,1,3,3.1,12000.0,2022-08-01 08:00:00.000 +0800,,,,,
761,2019-03-05 03:01:24.000 +0800,2019-04-18 06:49:53.000 +0800,KV Multiple Cracked crusher heads; Historical Sharepoint Solomon Id 257,,Medium,3,2019-03-01 16:00:00.000 +0800,,5,SOL-KV,Unknown,Unknown,PMGENERAL,'{}',,,10082,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
762,2019-03-08 22:59:36.000 +0800,2019-04-18 06:53:51.000 +0800,SN201 failed impact panels; Historical Sharepoint Solomon Id 258,,Medium,2,2019-03-05 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB1-SN201 -ASBLY,Structure Screen SN201,Screen,PM-STRC,'{}',,,10491,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
763,2019-03-09 23:29:36.000 +0800,2019-05-16 07:22:48.000 +0800,PU525 Failed Discharge Tails Line Drain Valve Nozzle; Historical Sharepoint Solomon Id 259,,Medium,2,2019-03-08 16:00:00.000 +0800,,5,SOL-KV-DSND-THICK1-PU525 -PPVLV,Valve Outlet Drain PU525-VA5706,Solenoid Valve,PM-VLV,'{}',,,10082,1,3,6.3,51531.0,2022-08-01 08:00:00.000 +0800,,,,,
727,2018-11-01 05:19:36.000 +0800,2019-02-26 04:19:15.000 +0800,FR502 Cloth Rip; Historical Sharepoint Solomon Id 223,,Medium,1,2018-10-25 16:00:00.000 +0800,,5,SOL-KV-DSND-DESND2-FR502 -ASBLY,Cloth Filter FR502,Filter,PM-FILT,'{}',,,10491,1,3,5.0,33500.0,2022-08-01 08:00:00.000 +0800,,,,,
728,2018-11-02 01:44:55.000 +0800,2018-11-02 01:51:19.000 +0800,CV362 Shuttle Encoder Failure; Historical Sharepoint Solomon Id 224,,Medium,1,2018-10-27 16:00:00.000 +0800,,5,SOL-FT-CRSH-CONVEY-CV362 -SHT01,Motor Electric Shuttle Head CV362,Electrical Motor,PM-MTRS,'{}',,,3202,1,3,4.0,13939.0,2022-08-01 08:00:00.000 +0800,,,,,
729,2018-11-03 23:26:52.000 +0800,2018-11-04 00:24:41.000 +0800,SN202 Beam Protector Failure; Historical Sharepoint Solomon Id 225,,Medium,3,2018-11-01 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB2-SN202 -ASBLY,Structure Screen SN202,Screen,PM-STRC,'{}',,,11150,1,3,4.0,27650.0,2022-08-01 08:00:00.000 +0800,,,,,
731,2018-11-17 22:54:16.000 +0800,2018-11-17 22:54:16.000 +0800,CV125-VSD01 fault; Historical Sharepoint Solomon Id 227,,Medium,3,2018-11-12 16:00:00.000 +0800,,5,SOL-FT-RMIN-CONVEY-CV125 -DRIV1,VSD Drive Motor CV125,Variable Speed Drive,PM-VSD,'{}',,,3202,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
732,2018-11-17 23:41:00.000 +0800,2019-01-23 08:19:32.000 +0800,CV125 Statutory Circuit Trips; Historical Sharepoint Solomon Id 228,,Medium,1,2018-11-13 16:00:00.000 +0800,,5,SOL-FT-RMIN-CONVEY-CV125 -EICON,Electrical Field Devices CV125,Electrical System,PMGENERAL,'{}',,,3202,1,3,4.2,19350.0,2022-08-01 08:00:00.000 +0800,,,,,
734,2018-11-23 01:56:20.000 +0800,2018-11-23 06:24:42.000 +0800,SK802 Cable Reeler Overtension Fault; Historical Sharepoint Solomon Id 230,,Medium,1,2018-11-21 16:00:00.000 +0800,,5,SOL-SY-STKG-STK802-CA801 -ASBLY,Reeler Cable SK802,Cable Reel,PMGENERAL,'{}',,,2686,1,3,3.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
736,2018-11-25 22:42:19.000 +0800,2019-01-24 02:33:28.000 +0800,CV151 Earth Fault Trips; Historical Sharepoint Solomon Id 232,,Medium,1,2018-11-23 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-CV151 -EICON,Electrical Field Devices CV151,Electrical System,PMGENERAL,'{}',,,1586,1,3,8.5,35000.0,2022-08-01 08:00:00.000 +0800,,,,,
764,2019-03-09 23:31:46.000 +0800,2019-07-15 21:56:37.000 +0800,Repeat Burst Disk Failures PU519; Historical Sharepoint Solomon Id 260,,Medium,2,2019-03-08 16:00:00.000 +0800,,5,SOL-KV-DSND-THICK1-PU519 -ASBLY,Pump Thickener Underflow PU519,Pump,PM-PMP,'{}',,,10491,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
765,2019-03-13 04:22:09.000 +0800,2019-05-27 02:03:56.000 +0800,DAMAGE AF151 PROPORTINONAL VALVE SOLENOID PLUG; Historical Sharepoint Solomon Id 261,,Medium,3,2019-03-11 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-AF151 -EICON,Electrical Field Devices AF151,Electrical System,PMGENERAL,'{}',,,1586,1,3,3.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
801,2019-07-23 07:50:58.000 +0800,2019-10-22 22:25:22.000 +0800,SK802 Belt Underspeed Trip; Historical Sharepoint Solomon Id 297,,Medium,1,2019-07-22 16:00:00.000 +0800,,5,SOL-SY-STKG-STK802-CV001 -EICON,Switch Underspeed 1 CV001,Speed Switch,PM-INST,'{}',,,6190,1,3,2.0,6600.0,2022-08-01 08:00:00.000 +0800,,,,,
402,2020-09-09 15:49:00.000 +0800,2021-06-09 09:05:06.000 +0800,DR2111 Sheave Failure; Historical BMS Id: RCA-0000343,Sheave bearing and pin has failed causing collateral damage to lower mast. Potential dropped object scenario. ,Medium,2,2020-08-26 06:36:00.000 +0800,2021-06-09 09:05:06.000 +0800,5,CCK-MP-DRLL-DR2111-STRUCT-TOWER-PDCBL,Pulldown Cable LH,Cable,MP-CBHST,'{}',,,14084,1,3,90.08,0.0,2021-06-09 09:05:06.000 +0800,,,,,
403,2020-12-20 06:38:00.000 +0800,2021-06-09 20:06:32.000 +0800,EX9101 Injector Failure ; Historical BMS Id: RCA-0000384,On 12th Dec PP2 would not start. After checking numerous systems the fuel system was identified as being probable cause. Injectors we identified as bypassing. New fuel injectors were hot-shotted to site and installed ,Medium,2,2020-12-16 10:00:00.000 +0800,2021-06-09 20:06:32.000 +0800,5,CCK-MP-EXCV-EX9101-RR ENG-FUSYS-FUINJ,Fuel Injectors,Fuel Injector,MP-FUINJ,'{}',,,14084,1,3,48.0,0.0,2021-06-09 20:06:32.000 +0800,,,,,
405,2022-01-16 09:39:00.000 +0800,2022-01-17 09:42:16.000 +0800,DR3109 Failed Turbo; Historical BMS Id: RCA-0000520,SMU: 19201Hrs Engine SMU: 7189Hrs Turbo SMU: 1109Hrs Drill was put into breakdown for reported exhaust leak. Drill was then brought into workshop for investigation and was found to have failed the turbo. Signs of oil leaking out of galleries into turbine side of the turbo.,Medium,2,2022-01-13 15:54:00.000 +0800,2022-01-17 09:42:16.000 +0800,5,SOL-MP-DRLL-DR3109-ENGINE-INTEX-TBOP1,Turbocharger,Turbocharger,MP-TBOCG,'{}',,,14092,1,3,0.0,0.0,2022-01-17 09:42:16.000 +0800,,,,,
406,2019-02-21 11:19:00.000 +0800,2019-02-21 11:27:29.000 +0800,DT136 Transmission Failure; Historical BMS Id: RCA-0000143,"23/1/19 17:02 Breakdown Transmission/TC no reverse. Found clutch material in screen. Unit identified as under warranty. ",Medium,1,2019-01-23 17:02:00.000 +0800,2019-02-21 11:27:29.000 +0800,5,CCK-MP-HAUL-DT136 -TRNSYS-TRANS,Transmission,Transmission,MP-TRANS,'{}',,,14080,1,3,75.0,0.0,2019-02-21 11:27:29.000 +0800,,,,,
407,2019-02-11 08:33:00.000 +0800,2019-02-21 17:17:47.000 +0800,Pos 1 & Pos 2 brake pack failure; Historical BMS Id: RCA-0000135,.LHF/RHF brake packs worn PMO2 brought forward for change out being carried out. W/O 201289606 & W/O 201281265. ,Medium,1,2019-02-07 01:55:00.000 +0800,2019-02-21 17:17:47.000 +0800,5,CCK-MP-HAUL-DT146 -BRKSYS,Braking System,Brake System,MP-BKSYS,'{}',,,14080,1,3,189.0,0.0,2019-02-21 17:17:47.000 +0800,,,,,
408,2019-02-20 15:39:00.000 +0800,2019-02-21 15:40:33.000 +0800,DT151 Engine Oil in Coolant; Historical BMS Id: RCA-0000141,Oil sample results indicated engine oil entering cooling system. Notification 101053745 raised to investigate and rectify identified issues.,Medium,2,2019-01-24 13:26:00.000 +0800,2019-02-21 15:40:33.000 +0800,5,CCK-MP-HAUL-DT151 -ENGINE-COSYS-CSHLF,Cooling System Hoses Lines & Fittings,Hose,MP-PIPNG,'{}',,,14080,1,3,82.0,0.0,2019-02-21 15:40:33.000 +0800,,,,,
409,2019-02-12 15:35:00.000 +0800,2019-02-21 15:28:35.000 +0800,DT140 Transmission Failure; Historical BMS Id: RCA-0000137,Machine stuck in fourth speed,Medium,1,2019-02-11 15:35:00.000 +0800,2019-02-21 15:28:35.000 +0800,5,CCK-MP-HAUL-DT140 -TRNSYS-TRANS,Transmission,Transmission,MP-TRANS,'{}',,,14080,1,3,127.0,0.0,2019-02-21 15:28:35.000 +0800,,,,,
410,2019-02-12 16:02:00.000 +0800,2019-02-24 16:19:54.000 +0800,DT773 Failed HV Alternator; Historical BMS Id: RCA-0000138,Called forward as requested by Brock Gossage due to failing vibe test. Alternator is under warranty.,Medium,1,2019-02-01 16:02:00.000 +0800,2019-02-24 16:19:54.000 +0800,5,CCK-MP-HAUL-DT773 -ELCTHV-HVALT,High Voltage Alternator,Alternator,MP-ALTNR,'{}',,,14080,1,3,55.0,0.0,2019-02-24 16:19:54.000 +0800,,,,,
1231,2021-07-01 05:39:07.000 +0800,2022-10-26 11:34:55.392 +0800,OPF 2 Common Tails Pipe Line Blockage Failure,RCA093 - OPF 2 Common Tails Pipe Line Blockage Failure due to high pressure in line caused by high fluid density,Medium,2,2021-06-26 16:00:00.000 +0800,2022-10-31 00:00:00.000 +0800,1,CCK-P2-DSND-TAILNG-PPVLV -ASBLY,Piping CC-P2 Tails Discharge to TSF,Piping,PM-PIPI,'{}',Piping,Blockage,1577,1,1,7.3,27448.0,,,,,,
10598,2022-10-11 11:13:13.261 +0800,2022-10-11 11:39:44.212 +0800,Test,Feed off OPF to isolate CV706 and adjust Losugen skirting due to heavy spillage issues,High,1,2022-09-18 06:40:15.000 +0800,2022-11-08 00:00:00.000 +0800,6,SOL-KV-CNVY-CONVEY-CV706 -ASBLY,Belt Conveyor CV706,Conveyor Belting,PM-CVBT,'{}',Belt,Broken,2,1,3,4.2,32400.3,2022-10-11 00:00:00.000 +0800,12.6,Buildup/Spillage,true,2,2022-10-11 11:39:44.212 +0800
